TANGGAL,TN,TX,TAVG,RH_AVG,RR,SS,FF_X,DDD_X,FF_AVG,DDD_CAR
29/5/2024,27.4,35,30.6,73,0,6.7,4,130,2,SE
30/5/2024,26.4,34.4,30.4,72,8.8,8.6,5,150,2,SE
31/5/2024,26.6,35.8,31,70,0,8.4,5,140,2,SE
1/6/2024,27.2,35.6,31,72,0,8,6,130,2,E 
2/6/2024,27.9,34.7,30.4,74,0,8.5,4,50,2,SE
3/6/2024,27,34.6,30.1,71,-,6.1,5,300,2,SE
4/6/2024,27.9,35,29.9,72,0,7.6,3,100,2,E 
5/6/2024,25.6,34.6,29.9,70,1.2,4.2,5,130,2,SE
6/6/2024,25.8,34.8,30,71,0,7.9,5,130,2,SE
7/6/2024,25.8,34.8,30.2,68,0,8.4,4,160,2,SE
8/6/2024,26.6,34,29.9,74,0,8.2,5,100,2,SE
9/6/2024,26.8,33.7,29.1,77,3.5,7.2,7,140,3,SE
10/6/2024,26.4,34.8,30.5,73,-,3.2,6,140,3,SE
11/6/2024,27.2,34.6,30,74,0.5,8,7,150,3,SE
12/6/2024,27,34.4,29.2,76,8888,6.5,4,60,2,E 
13/6/2024,25.4,35.4,29.7,74,2.6,6.9,6,320,2,NW
14/6/2024,26.2,34.2,29.8,76,8888,7,4,130,2,SE
15/6/2024,27,33,29.5,78,8888,6.1,3,150,2,SE
16/6/2024,26.2,34.2,29.7,74,1.5,6.3,6,130,3,SE
17/6/2024,26.2,33.6,29.7,71,8888,7.2,6,140,4,SE
18/6/2024,27,33.6,29.3,67,0,4.5,6,150,4,SE
19/6/2024,24.6,33.4,28.6,68,-,8.8,5,110,3,SE
20/6/2024,24.8,33.2,28.7,65,0,8.5,9,150,3,SE
21/6/2024,24.3,33.4,28.6,64,0,8.2,7,140,2,SE
22/6/2024,24.6,33.4,29.1,65,0,8.2,4,140,2,SE
23/6/2024,25.4,33,28.9,71,0,8.3,6,140,2,SE
24/6/2024,-,32,28.4,76,-,1,5,60,2,SE
25/6/2024,26.2,33.8,29.6,71,0,3,4,130,2,SE
26/6/2024,26,34.2,29.9,72,-,7.5,7,130,3,SE
27/6/2024,26.8,34.4,29.8,75,0,8.3,6,130,3,SE
28/6/2024,27.4,33.2,29.5,77,0,8,4,150,2,SE
29/6/2024,27.2,34.4,30.1,70,1.4,5,6,120,3,SE
30/6/2024,26.9,34.6,29.5,71,0,7.2,5,330,2,NW
1/7/2024,25.8,34.4,29.7,67,0,4.9,5,120,2,SE
2/7/2024,25.5,32.6,28.7,76,0,8,4,80,2,SE
3/7/2024,25.4,30.8,28.6,78,12.7,2.5,6,120,4,SE
4/7/2024,26.2,31.8,28.7,76,0.1,0,5,130,2,SE
5/7/2024,25.8,33,29.3,68,0,1.1,6,130,3,SE
6/7/2024,26.4,33,28.9,73,0,8.1,7,150,3,SE
7/7/2024,26.2,33.8,29,73,-,8.8,5,140,3,SE
8/7/2024,-,33,-,-,-,-,5,130,3,SE
9/7/2024,24.8,33.8,28.5,69,0,8,6,100,3,SE
10/7/2024,25.2,33.8,28.6,67,0,8,6,140,3,SE
11/7/2024,25,33.3,28.8,64,0,7.1,6,140,2,SE
12/7/2024,24.4,32.7,28,67,0,8,6,120,2,SE
13/7/2024,24.2,33,27.9,66,0,8,7,120,3,SE
14/7/2024,22.4,33,26.9,65,0,8,6,130,3,SE
15/7/2024,23.2,33.2,27.6,64,0,8,5,120,3,SE
16/7/2024,23,33.6,27.8,70,0,8,5,140,3,SE
17/7/2024,24.4,33.4,28,70,0,8,9,140,4,SE
18/7/2024,25.4,32.7,28.2,71,0,8,6,130,3,SE
19/7/2024,25.2,33.3,28.3,67,0,8,6,90,3,SE
20/7/2024,24.2,32.6,28.1,69,0,8,9,140,3,SE
21/7/2024,24.4,33.4,27.9,70,0,8,6,120,3,SE
22/7/2024,24.3,32.8,27.8,69,0,8,6,150,3,SE
23/7/2024,24,34,28.3,70,0,8,5,110,2,SE
24/7/2024,24.4,33.4,28.2,70,0,8,5,70,2,SE
25/7/2024,24.4,33,27.8,69,0,7.5,4,130,2,SE
26/7/2024,24.6,33.1,28.2,66,0,8,6,150,3,SE
27/7/2024,24.7,34.4,28.7,68,0,8,6,120,3,SE
28/7/2024,23.2,34.7,28.4,73,0,8,6,140,3,SE
29/7/2024,24.4,34.2,28.7,69,0,8,5,130,3,SE
30/7/2024,24.8,33.2,28.6,75,0,8,6,130,3,SE
31/7/2024,25.6,33.6,29,75,0,8,8,140,5,SE
1/8/2024,27.2,33.3,29.8,75,0,7.3,7,150,4,SE
2/8/2024,27,32.8,29.2,73,0,7.9,8,130,4,SE
3/8/2024,26,34,28.9,71,0,8,7,130,3,SE
4/8/2024,25,33.4,28.6,72,0,7.6,6,140,3,SE
5/8/2024,24.2,34,28.2,69,0,8,6,100,3,SE
6/8/2024,24.4,34.2,28.2,69,0,8,7,130,4,SE
7/8/2024,24.8,33.5,28.4,70,0,8,7,140,4,SE
8/8/2024,25,33.8,29.5,71,0,6.1,6,140,3,SE
9/8/2024,25.8,34,29,71,0,8,9,150,4,SE
10/8/2024,25.4,33.4,29,68,0,8,7,140,4,SE
11/8/2024,24.4,32.6,28.1,66,0,8,6,140,3,SE
12/8/2024,22,32.8,27.1,60,0,8,7,150,3,SE
13/8/2024,23.3,34,27.7,70,0,8,7,140,4,SE
14/8/2024,24.4,33.1,28,73,0,8,7,140,3,SE
15/8/2024,24,33.2,27.6,69,0,8,6,150,3,SE
16/8/2024,23.4,33.2,27.7,68,0,8,6,130,3,SE
17/8/2024,23.8,34,27.7,72,0,8,6,130,3,SE
18/8/2024,23.8,34.4,28.1,70,0,8,6,130,3,SE
19/8/2024,23.2,34.2,28,70,0,8,6,110,3,SE
20/8/2024,23.6,34.4,28.1,66,0,8,7,110,4,SE
21/8/2024,24,34,28.2,69,0,8,5,160,3,SE
22/8/2024,24.3,33,28,68,0,8,6,120,2,SE
23/8/2024,24.6,34,28.5,68,0,7.2,8,130,3,SE
24/8/2024,24.8,34.2,28.6,72,0,8,7,130,3,SE
25/8/2024,24.6,34.8,28.7,69,0,8,6,120,3,SE
26/8/2024,24.6,35.4,29,68,0,8,8,140,4,SE
27/8/2024,24,34.4,28.3,69,0,8,7,120,3,SE
28/8/2024,24.2,33,28.1,67,0,7.5,4,150,2,SE
29/8/2024,24.8,34.4,28.6,68,0,2.3,6,150,2,SE
30/8/2024,23.8,33,28.2,69,0,8,8,150,3,SE
31/8/2024,24.6,34.5,29.1,68,0,8,7,130,2,SE
1/9/2024,25,34.2,29.5,67,0,8,6,160,3,SE
2/9/2024,25,35,29.1,68,0,8,8,130,4,SE
3/9/2024,25.4,34.7,29.3,65,0,8,8,150,3,SE
4/9/2024,25.6,33.9,29.4,69,0,8,7,150,3,SE
5/9/2024,25.8,35,29.5,71,0,7.5,8,150,4,SE
6/9/2024,25.4,35.5,29.2,69,0,8,9,140,4,SE
7/9/2024,25.2,33.8,29,67,0,8,7,140,4,SE
8/9/2024,25.8,34,29.7,71,0,7.6,8,150,4,SE
9/9/2024,25.6,35.4,29.7,68,0,8,6,150,3,SE
10/9/2024,26.6,32.2,29.3,73,0,8,3,350,2,SE
11/9/2024,26.4,35.4,30.1,68,8888,3.8,6,180,2,E
12/9/2024,25,34.4,29.7,61,0,8,8,150,3,SE
13/9/2024,25,35.6,29.7,63,0,5.7,6,120,3,SE
14/9/2024,25.4,34.6,29.5,64,0,8,6,130,3,SE
15/9/2024,25.4,34.4,29.2,62,0,8,7,140,3,SE
16/9/2024,25.8,35.2,29.6,65,0,8,6,140,4,SE
17/9/2024,25,34.4,29.6,64,0,8,5,160,2,SE
18/9/2024,25,34.8,28.8,61,0,8,7,120,3,SE
19/9/2024,24.8,34.5,29.2,65,0,8,4,70,2,SE
20/9/2024,25.4,34.2,29.8,68,0,8,8,140,4,SE
21/9/2024,27.2,35.4,30.6,66,0,8,6,140,4,SE
22/9/2024,27.6,34.8,30.6,73,0,8,6,130,3,SE
23/9/2024,28.1,35.4,30,76,0,7.3,7,130,3,SE
24/9/2024,27,35,30.2,73,0,4.4,6,70,2,E
25/9/2024,26.2,35.6,30.4,69,8888,6.8,5,100,2,NE
26/9/2024,26.3,35,30.1,74,3.7,7,4,120,2,SE
27/9/2024,26.8,36.2,30.8,69,10,5.8,5,60,2,SE
28/9/2024,27.8,35.4,31,66,0,8,9,160,5,SE
29/9/2024,27,35.6,31.6,62,0,8,10,140,4,SE
30/9/2024,26.4,36.4,31,66,0,8,7,160,3,SE
1/10/2024,26.4,35.8,30.8,66,0,8,6,150,3,SE
2/10/2024,27.2,35.5,30.4,66,0,8,7,150,3,SE
3/10/2024,27,35.6,30.6,66,0,8,7,140,4,SE
4/10/2024,26.7,35.6,30.5,66,0,6.8,7,130,4,SE
5/10/2024,27.4,36,31,63,0,8,7,130,3,SE
6/10/2024,26.6,36,31,65,0,8,8,170,4,SE
7/10/2024,25.4,35.2,30.3,69,0,8,8,130,3,SE
8/10/2024,26.8,34.8,30.5,68,0,8,6,140,3,SE
9/10/2024,27.2,35.7,30.7,67,0,8,8,120,4,SE
10/10/2024,27.4,36.5,31.2,63,0,8,9,140,4,SE
11/10/2024,27,36.2,31.4,59,0,8,8,140,4,SE
12/10/2024,27.4,36,31.3,67,0,8,9,140,4,SE
13/10/2024,27.6,37.2,31.8,68,0,8,6,120,3,SE
14/10/2024,28,36.2,30.9,66,0,8,5,150,2,SE
15/10/2024,27.6,34.8,30.9,65,0,8,5,140,2,SE
16/10/2024,25.8,35.6,30.6,56,0,7.2,8,150,3,SE
17/10/2024,26,36.5,30.8,59,0,8,6,120,3,E
18/10/2024,25.7,35.6,30.3,63,0,8,6,100,2,SE
19/10/2024,26.6,35.6,30.9,69,0,7.9,5,310,2,S
20/10/2024,27,34.6,29,75,3.6,6.8,4,270,2,SE
21/10/2024,26,34.8,28.1,81,0,2.5,4,350,2,S
22/10/2024,25.8,35.8,30.3,74,8888,4.6,4,330,2,NE
23/10/2024,26.6,35.9,30.9,70,13,7.6,6,210,3,SE
24/10/2024,26.8,36,30.4,68,0,8,6,300,2,NW
25/10/2024,26.2,37,31.2,68,0,7.8,4,350,2,N
26/10/2024,26.2,36.2,31.4,69,0,8,6,120,2,SE
27/10/2024,26.6,37.4,31.6,64,0,8,5,170,2,SE
28/10/2024,25.8,37.4,31.6,66,0,8,5,140,2,SE
29/10/2024,27.4,36.2,31.4,67,0,8,6,130,3,SE
30/10/2024,26.8,36.6,31.9,65,0,8,6,130,3,SE
31/10/2024,27.6,37.5,31.1,69,0,8,4,120,2,E
1/11/2024,25.8,33.4,28.7,84,25,7.9,6,120,2,SE
2/11/2024,25.8,33.8,29.7,77,8.5,1.7,5,180,2,SE
3/11/2024,26.8,33.4,28.2,82,0,6.2,4,350,2,SE
4/11/2024,25.9,34.4,29,79,34.4,4.2,5,70,2,W
5/11/2024,26.2,35.3,30.6,72,0,6.4,7,130,3,E
6/11/2024,27.6,35.8,31.9,65,0,8,7,150,3,SE
7/11/2024,27,35.6,31,72,0,8,6,70,2,E
8/11/2024,27.6,35.4,30.4,74,0,8,6,40,3,NE
9/11/2024,27.6,37.2,31.3,73,0,5.7,4,70,2,SE
10/11/2024,27.2,34.2,28.8,82,8888,8,3,20,2,SE
11/11/2024,26.8,34.6,30.4,75,8888,5.1,4,50,2,E
12/11/2024,25.8,34.1,28.7,81,2.1,5.5,7,70,2,SE
13/11/2024,27.6,36.4,31.4,72,8888,4.4,5,70,2,E
14/11/2024,27,36.4,31.4,66,0,8,6,120,3,SE
15/11/2024,27.6,35.8,31.5,72,0,7,5,90,2,SE
16/11/2024,27.2,36.2,31.4,71,0,7.9,6,20,2,N
17/11/2024,26.2,33.9,30.7,76,0,7.7,4,360,2,N
18/11/2024,27.8,34.7,31.5,73,0,7.2,5,60,2,E
19/11/2024,27.4,35.2,29.7,80,8888,5.6,5,60,2,E
20/11/2024,26.4,35.1,29.8,78,8,7.8,6,40,2,NE
21/11/2024,26.8,34.8,30.5,74,0,7.3,4,360,2,NE
22/11/2024,26.2,34.4,30.9,75,8888,7.6,5,50,2,NE
23/11/2024,26.8,35.8,30.6,77,1.4,6,4,340,2,N
24/11/2024,27.6,35.2,29.6,80,0,7,4,30,2,NW
25/11/2024,26.6,36,30.6,77,0,2.1,5,300,2,N
26/11/2024,27.4,35.6,30.9,78,0,7.2,4,350,2,N
27/11/2024,27.8,34.6,30.2,81,17.6,3.2,4,340,1,C
28/11/2024,26.9,34.8,29.8,76,15,4,5,100,2,E
29/11/2024,26.2,34.6,29.7,78,0,4.7,5,300,2,NW
30/11/2024,25.8,35.6,29.6,82,48,4.5,5,350,2,NW
1/12/2024,26.2,32.2,29.2,83,43.5,6.5,4,150,2,N
2/12/2024,26.8,31.6,27.7,88,0,2.8,6,360,2,C
3/12/2024,24.8,34.4,29.9,73,4.5,1.9,5,30,2,E
4/12/2024,26.8,33.8,29.8,78,0,8,5,330,2,NW
5/12/2024,26.2,34.4,30.2,79,8888,4.5,5,350,3,E
6/12/2024,26.6,31.4,27.2,89,8888,4.6,7,320,3,NW
7/12/2024,25,34.6,29.2,78,3.4,0,5,340,2,W
8/12/2024,26.7,34.9,29.6,82,7.5,5.6,9,320,3,NW
9/12/2024,26,31.6,29.3,78,22.4,7.5,7,300,3,NW
10/12/2024,26.4,34,28.7,82,8.3,0.1,6,350,3,NW
11/12/2024,25.1,34.4,29,80,72.8,4.6,4,320,2,NW
12/12/2024,24.6,32.6,26.5,90,16.8,1.4,4,310,2,S
13/12/2024,25.2,34,29.1,79,36,1.8,5,350,2,NW
14/12/2024,25.8,30.2,27.6,84,0.2,5.4,4,320,2,NW
15/12/2024,25.8,33.4,29.2,81,4.7,0.5,5,350,2,NW
16/12/2024,25.6,30,27.6,86,11.6,1.6,3,320,2,NW
17/12/2024,26,32.9,28.6,80,1.5,0,5,310,2,NW
18/12/2024,25.7,34.6,29.3,76,12.8,4.1,5,300,2,NW
19/12/2024,25.2,35.8,30.7,69,0,3.5,7,310,4,NW
20/12/2024,27.4,34.8,30.5,73,0,7.8,7,270,3,NW
21/12/2024,27.6,35.4,30,73,0,4.2,4,300,2,W
22/12/2024,27,33.4,28.4,79,1,5.9,5,300,2,NW
23/12/2024,25,35.7,29.1,78,3,2.5,8,120,3,NW
24/12/2024,26,34,29,80,20.9,5.5,6,330,3,S
25/12/2024,25.8,32.8,28.3,83,19.3,7.5,6,350,2,NW
26/12/2024,25,34.4,29.1,77,14.6,1.3,8,300,3,NW
27/12/2024,27,33.8,30.2,68,0.4,3.5,5,320,2,NW
28/12/2024,28.2,34.2,29,77,0,5.8,5,300,2,NW
29/12/2024,25.4,31.9,28.1,79,12.7,2.5,5,300,2,W
30/12/2024,26,34.2,29.7,69,0,0.8,5,330,3,NW
31/12/2024,25.6,32.8,28.2,79,1,5.5,6,300,3,NW
