TANGGAL,TN,TX,TAVG,RH_AVG,RR,SS,FF_X,DDD_X,FF_AVG,DDD_CAR
4/3/2021,24.8,32.8,27.4,87,0.8,5.5,8,320,2,NW
5/3/2021,24.6,33.2,28.2,82,14.2,3,5,280,2,N 
6/3/2021,23.8,33.5,27.2,87,41.3,5.3,5,340,2,N 
7/3/2021,24.5,31,27.4,86,7.5,1.2,5,300,3,NW
8/3/2021,24.6,32.7,27.5,84,11.9,4.5,5,310,3,W 
9/3/2021,25,32.4,28,78,8888,6,5,290,2,NW
10/3/2021,25.4,32,28.4,78,0.2,3.5,4,320,2,NW
11/3/2021,26.2,32.8,27.9,80,0,2.9,5,310,3,NW
12/3/2021,24.2,33.2,27.1,82,1,2.5,8,320,2,NW
13/3/2021,24.6,34.6,27.1,84,13.6,6.3,5,10,2,C 
14/3/2021,24.2,33.7,28.2,81,13.6,7.3,4,340,2,N 
15/3/2021,24.8,33.8,28.5,81,1.3,5.6,4,330,2,N 
16/3/2021,25.6,32.6,27.9,86,3.4,8.5,5,50,1,C 
17/3/2021,25.8,32.8,28.1,84,0.8,2.7,3,60,1,E 
18/3/2021,25,34.4,29.4,78,0,5.2,5,320,2,W 
19/3/2021,25,34,28.9,78,29.2,6.6,5,280,2,W 
20/3/2021,25.8,33.7,29.4,75,23.3,8.6,6,330,3,W 
21/3/2021,25.8,34.4,29.7,77,0,8.7,7,20,2,NW
22/3/2021,25.4,35,29.5,75,7,8.2,5,340,2,NW
23/3/2021,26.3,33.6,29,79,-,7.1,4,50,2,W 
24/3/2021,24.4,33.7,28.5,82,38,6.5,4,310,1,C 
25/3/2021,25.5,33.4,29.2,80,1,7.8,3,80,2,S 
26/3/2021,25.8,33.4,28.8,81,8888,4.9,4,300,1,C 
27/3/2021,26.4,34,29,84,0.5,4.4,5,330,2,C 
28/3/2021,25.3,35.2,29.1,78,0,5.8,3,320,1,NW
29/3/2021,26.2,33.2,29.2,81,-,7.5,4,90,2,N 
30/3/2021,26,30.3,28,86,0,2.5,3,350,1,NW
31/3/2021,25.5,35,29,79,3.5,1.2,5,330,2,NW
1/4/2021,25.5,34.4,29.2,82,4.6,8.8,7,290,2,NW
2/4/2021,25.9,33.5,29.1,77,8888,5.2,4,30,2,W 
3/4/2021,26.2,36,30,76,0,4.5,4,290,2,W 
4/4/2021,26.8,35.4,29.4,77,0,8.6,5,130,2,W 
5/4/2021,25,35,29.4,78,12.6,6.7,6,310,2,NW
6/4/2021,26.2,32.8,27.6,84,-,6.9,4,300,2,NW
7/4/2021,25.6,32.5,27.8,85,6.1,1.4,4,300,2,NW
8/4/2021,26,33.3,28.8,82,7.5,2.3,8,290,3,NW
9/4/2021,25.8,34.5,29.4,77,5.8,4.3,5,300,2,NW
10/4/2021,26.5,32.8,28.8,82,8888,6.7,3,290,2,SE
11/4/2021,24.4,33.7,28.4,78,1.8,2.4,4,70,2,SE
12/4/2021,25.4,35,29.2,80,8888,6.5,4,290,2,NW
13/04/2021,26.2,34.1,29.3,80,3.3,6.6,4,350,1,S 
14/04/2021,26.1,33.2,28.8,80,0,6.2,3,340,2,N 
15/04/2021,24.8,34.5,28.6,77,0,6.4,4,70,2,E 
16/04/2021,25.6,34.2,29.7,76,0,7.7,4,40,2,N 
17/04/2021,25.8,35,29.5,73,0,8.3,5,90,2,SE
18/04/2021,26,34.6,29.3,75,0,8.5,5,120,2,SE
19/04/2021,25,35.4,28.7,79,1.6,8,5,30,2,SE
20/04/2021,25.4,34.4,29.1,72,0,8.6,5,120,2,E 
21/04/2021,24.8,33.6,28.6,70,0,7.8,4,90,2,SE
22/04/2021,25.1,34,28.9,72,0,8.5,5,130,2,NE
23/04/2021,25.2,34.5,28.6,72,0,8.5,3,130,2,NE
24/04/2021,26,33.6,29.2,74,8888,8.4,5,120,2,SE
25/04/2021,26.1,34.3,29,74,0,8.4,5,160,2,SE
26/04/2021,26.5,35.4,29.9,76,0,5,5,140,3,SE
27/04/2021,27.2,34.5,30.4,73,0,7.7,6,150,3,SE
28/04/2021,26.2,33.6,29,76,0,8.2,3,320,2,C 
29/04/2021,26.2,33.4,28.7,81,2,4.8,4,150,2,SE
30/04/2021,26.8,34.6,29.8,77,0,7.3,4,130,2,E 
1/5/2021,27,35.1,30,78,0,7.4,4,150,2,SE
2/5/2021,26.5,33.8,29.6,81,3.5,6.8,5,150,3,SE
3/5/2021,27,35.3,30,78,-,8.3,4,140,3,SE
4/5/2021,27.3,34.8,30,78,0,6.7,7,150,3,SE
5/5/2021,26.8,35,30.6,75,0,8.5,5,160,2,SE
6/5/2021,26.5,34.2,29.9,74,0,8.5,3,60,1,C 
7/5/2021,27.2,33.7,29.5,80,0,7,5,140,2,NE
8/5/2021,24.3,34.6,28.9,85,27.5,5.2,3,20,1,N 
9/5/2021,25,34.4,28.6,73,0,4.1,4,80,2,SE
10/5/2021,25.9,34.5,29.6,72,0,7.6,6,160,3,SE
11/5/2021,26.6,34.8,29.8,75,0,8.6,5,130,3,SE
12/5/2021,27.2,34.8,29.9,74,0,8.6,5,150,3,SE
13/5/2021,25.6,35,29.4,75,0,8.6,8,130,3,SE
14/5/2021,26.6,34.8,30,72,0,8.4,6,120,2,SE
15/5/2021,26.6,34.5,29.5,76,0,8.7,5,110,2,E 
16/5/2021,26.3,35.2,29.3,76,0,8.3,4,140,2,SE
17/5/2021,25.6,34.7,29,76,0,9.7,4,100,2,E 
18/5/2021,26.4,34,29.5,74,0,8.3,4,90,2,SE
19/5/2021,25.3,32.6,27.7,85,89.3,7.3,4,150,1,C 
20/5/2021,26.2,33.2,28.6,80,0,2.5,4,340,2,E 
21/5/2021,25.8,34.8,29.7,74,0,5.4,4,130,2,SE
22/5/2021,26,34,29.3,74,0,8.8,18,270,3,E 
23/5/2021,26.6,32.7,29.1,79,0,8.7,4,100,2,E 
24/5/2021,26.9,33.8,29.8,76,0,3.7,5,140,3,SE
25/5/2021,27.2,35.1,29.9,74,0,7.9,5,150,2,SE
26/5/2021,27.5,34.1,30,78,0,7.3,6,140,3,SE
27/5/2021,27.2,34,29.7,81,0,6.5,6,150,3,SE
28/5/2021,27.4,33.8,29.4,79,8888,7.8,7,150,3,SE
29/5/2021,25.8,34.7,30.4,78,5.3,5.2,5,110,2,E 
30/5/2021,26.9,32.4,28.7,82,8888,8.6,3,20,1,C 
31/5/2021,26.8,32.2,28.6,83,8888,3.5,4,100,2,SE
1/6/2021,26.8,33.6,29.2,78,8888,5,8,150,2,SE
2/6/2021,26.4,34.3,29.7,80,12.2,7.1,5,120,2,SE
3/6/2021,26.8,33.8,29.9,80,0,8.1,5,150,3,SE
4/6/2021,27,34.8,29.9,80,0.4,8.9,6,140,3,SE
5/6/2021,27.4,35.1,30.1,78,0,8,5,150,2,SE
6/6/2021,26.6,35,30.1,74,0,8.8,5,140,2,E 
7/6/2021,27,33.6,29.3,78,0,8.4,3,290,1,C 
8/6/2021,26.2,34.4,29.3,76,8888,7.5,4,50,2,SE
9/6/2021,25.8,35,29.7,78,2.8,8.2,3,50,2,SE
10/6/2021,26.4,35.7,30,75,0,8,5,170,2,SE
11/6/2021,26.7,35,30.1,78,0,8.5,5,100,2,SE
12/6/2021,26.8,34,29.4,79,8888,7.4,4,110,2,SE
13/6/2021,26.8,34.8,29.7,76,0,7.7,5,140,3,SE
14/6/2021,26.6,33,28.9,80,0,8.4,4,140,2,S 
15/6/2021,25.5,34.8,28,85,0,3.2,6,310,2,S 
16/6/2021,25.7,33.2,28.6,82,6.1,4,6,170,2,SE
17/6/2021,25.4,32.6,27.9,84,9.2,4.3,3,280,1,C 
18/6/2021,25.6,34,28.7,81,0,2.9,3,70,2,E 
19/6/2021,26,33.3,28.7,80,0,6.2,4,110,2,SE
20/6/2021,24.9,32.6,26.7,86,0,1.9,4,140,1,SE
21/6/2021,25.1,32,28,80,0,4,3,50,2,SE
22/6/2021,-,33.4,28.4,80,0.8,4.6,4,120,2,SE
23/6/2021,25.6,34.6,28.9,82,0,8.2,5,130,2,SE
24/6/2021,26.5,32.4,27.4,87,0,7,7,310,3,SE
25/6/2021,24.8,32.6,27.9,86,46.2,5,4,140,2,SE
26/6/2021,26.3,34.2,29.3,82,0,5.6,4,140,2,S 
27/6/2021,25.9,34.4,29.4,80,0,6.8,6,150,2,SE
28/6/2021,26.5,30.8,27.6,87,-,8.6,5,190,2,SE
29/6/2021,25.8,34,29,80,0.8,1.2,5,130,2,SE
30/6/2021,26.2,33.2,29.2,80,8888,6.3,6,70,2,SE
1/7/2021,25.3,33.6,28.9,74,0,6.4,4,130,1,C 
2/7/2021,25.5,33,28.7,74,0,7.7,4,130,2,SE
3/7/2021,25.3,33,28.2,76,0,6.7,3,170,1,SE
4/7/2021,24.6,33.7,28.7,73,0,2.9,4,130,2,SE
5/7/2021,24.8,34.4,28.4,67,0,8.8,9,140,3,SE
6/7/2021,23.4,34.2,27.9,67,0,8.3,5,140,2,SE
7/7/2021,23.2,34.2,29,65,0,7.8,5,80,2,SE
8/7/2021,23.3,34.2,28.6,75,0,8.8,5,60,2,S 
9/7/2021,25.8,34.5,28.9,79,0,5,4,140,2,SE
10/7/2021,26.4,34.1,29.4,78,8888,5,7,170,4,SE
10/7/2021,26.4,34.1,29.4,78,8888,5,7,170,4,SE
11/7/2021,26.8,33.6,29.4,75,0,3.5,11,160,4,S 
12/7/2021,26,33.4,28.7,74,0,8.9,6,150,3,SE
13/7/2021,24.3,35.4,29.3,68,0,7.6,6,140,2,SE
14/7/2021,24.8,35.2,28.9,68,0,8.8,4,140,2,N 
15/7/2021,24.4,33.8,28.4,66,0,8.8,9,130,4,SE
16/7/2021,24,33,27.9,69,0,8,3,60,2,W 
17/7/2021,24,32.4,28.2,74,0,4.6,6,130,2,SE
18/7/2021,25,33.5,29,73,0,4,6,110,2,SE
19/7/2021,25.7,34,29.6,74,0,6.1,6,170,3,SE
20/7/2021,25.8,35.6,29.7,70,0,8.9,5,140,3,SE
21/7/2021,25.9,34,29.5,71,0,8.9,5,120,2,SE
22/7/2021,25.8,34.4,29.1,74,8888,8.7,5,150,3,SE
23/7/2021,25.6,35,29.1,70,0,3.5,5,130,2,SE
24/7/2021,25,34.3,28.7,68,0,8.6,6,130,2,S 
25/7/2021,23.4,33.6,28,70,0,8.6,7,140,2,SE
26/7/2021,22.8,33.5,28,70,0,8.9,6,140,3,SE
27/7/2021,22.6,33.9,27.8,69,0,8.8,5,130,2,SE
28/7/2021,23,33.7,28.2,68,0,8.8,5,150,2,S 
29/7/2021,23.4,34,29.1,69,0,8.7,7,150,2,SE
30/7/2021,24.4,34.4,29.1,75,0,8.8,4,150,2,SE
31/7/2021,25.4,35,29,73,0,7.8,5,130,2,SE
1/8/2021,24.8,34,28.8,73,0,8.5,4,130,2,E 
2/8/2021,25.2,34.2,29.5,70,0,9,6,130,2,SE
3/8/2021,25.4,34.8,29.4,75,0,8.4,5,140,2,SE
4/8/2021,25.2,35.8,29.3,74,1.2,6.7,8,130,3,SE
5/8/2021,25.2,35.5,29.5,72,0,8.4,9,150,4,SE
6/8/2021,26,33.8,29.6,73,0,8.6,9,150,4,SE
7/8/2021,26.4,35,29.3,77,0,8,9,150,4,SE
7/8/2021,26.4,35,29.3,77,0,8,9,150,4,SE
8/8/2021,26.7,34.5,29.9,76,0,7.6,8,130,3,SE
9/8/2021,26.6,35.2,29.6,75,8888,7.6,7,140,3,SE
10/8/2021,26.6,34.6,29.2,70,0,8.4,7,140,3,SE
11/8/2021,23.6,35.7,28.6,68,0,8,6,140,3,SE
12/8/2021,24.3,34.4,29.3,70,0,8.2,7,120,4,SE
13/8/2021,25,35.3,29.3,73,8888,7.6,6,80,2,SE
14/8/2021,25.5,34.4,29.8,71,0,7.9,7,150,3,SE
15/8/2021,25.9,35.4,29.9,72,0,8.5,8,130,4,SE
16/8/2021,26.5,34.8,29.4,69,0.7,8,6,150,3,SE
17/8/2021,25.4,34.8,29.8,66,0,8,6,160,2,SE
18/8/2021,25.4,33.4,29.1,73,0,8.4,5,120,2,C 
19/8/2021,25.4,34.4,29,72,0,6,6,280,2,SE
20/8/2021,25,36,29.3,71,8888,7.4,5,90,2,SE
21/8/2021,25.4,35.8,29.5,70,0,7,6,130,3,SE
22/8/2021,25.5,35,29.4,68,0,7.7,5,120,3,SE
23/8/2021,24.5,34.7,28.8,68,0,8,6,140,3,SE
24/8/2021,24.2,34.4,28.8,68,0,8.5,4,140,3,S 
25/8/2021,24.4,36,28.7,67,0,8.5,6,160,2,SE
26/8/2021,24.4,34.4,28.5,64,0,8.4,7,150,2,SE
27/8/2021,23.6,33.9,29.1,67,0,8.4,5,40,2,E 
28/8/2021,23.7,35.4,29.5,69,0,8,6,120,3,SE
29/8/2021,25.4,35.5,30,67,0,7.3,7,140,3,SE
30/8/2021,26.4,34.3,29.6,70,0,8.1,7,150,3,SE
31/8/2021,25.8,36,29.7,69,0,5,6,150,2,SE
1/9/2021,25.2,35,29.4,66,0,8.2,6,150,3,SE
2/9/2021,24.6,36,28.9,66,0,8.2,5,40,2,S 
3/9/2021,24.6,33.6,28.7,68,0,8.4,6,80,2,NW
4/9/2021,24.4,33.2,29,69,0,8.6,5,50,2,SE
5/9/2021,25.2,34.4,29.2,70,0,7.8,4,130,2,SE
6/9/2021,25.4,35.7,29.6,71,0,4.6,6,140,2,SE
7/9/2021,25.6,34.3,29.5,70,0,8,6,120,3,SE
8/9/2021,25.8,35.2,29.2,67,0,8.6,7,150,4,SE
9/9/2021,24.9,35.4,29.6,64,0,8.3,6,140,3,S 
10/9/2021,25.6,34.4,30.2,66,0,8.5,4,100,2,SE
11/9/2021,26.5,33,28.6,76,0,6.7,6,160,3,S 
12/9/2021,26.6,35.9,28.3,81,8888,1,7,70,3,SE
13/9/2021,26,33.6,28.2,83,9,2.7,4,170,2,SE
14/9/2021,26.4,32.3,27.4,84,9.5,2.5,6,140,3,S 
15/9/2021,24.3,33.6,29.1,76,61.5,4.7,5,150,2,SE
16/9/2021,23.8,36.2,29.3,74,0,8,4,130,2,SE
17/9/2021,25.4,34,29.3,71,0,6.9,7,120,4,SE
18/9/2021,25.8,35.4,29.5,68,0,6.4,9,180,4,SE
18/9/2021,25.8,35.4,29.5,68,0,6.4,9,180,4,SE
19/9/2021,25.4,33,29.2,70,0,8.7,7,130,4,SE
20/9/2021,25,33.4,29.7,69,0,8.8,6,120,3,SE
21/9/2021,25.8,34.8,28.7,77,1,7.2,5,140,2,SE
22/9/2021,26.2,34.7,29.2,73,0,2.7,7,150,3,SE
23/9/2021,24.2,33.6,29.3,75,6,6.1,7,130,3,SE
24/9/2021,26.3,34.2,28.5,78,0,4,4,170,2,SE
25/9/2021,26,34.8,29.6,72,1.5,3,7,130,3,SE
26/9/2021,26.3,35.6,29.1,75,0,7,6,140,2,SE
27/9/2021,25.6,35.9,29.6,68,0,6,6,130,3,SE
28/9/2021,25.4,33.7,29.2,68,0,8.3,8,140,3,SE
29/9/2021,24.8,34.5,29.8,68,0,8.7,6,130,3,SE
30/9/2021,25.2,34.8,29.7,70,0,8.8,6,150,3,SE
1/10/2021,24.8,34.6,29.9,68,0,8.7,4,140,2,NE
2/10/2021,25.3,35.4,29.7,67,0,8.6,3,310,2,E 
3/10/2021,25.4,34.8,29.4,70,0,8.5,5,160,2,C 
4/10/2021,25.6,34.2,29.1,71,0,6.7,5,140,2,S 
5/10/2021,25,35.5,29,70,0,6.1,5,140,2,SE
6/10/2021,26.2,30.8,28.2,72,0,5.8,5,140,2,SE
7/10/2021,24.8,34.8,29,68,0,0.1,5,130,2,SE
8/10/2021,25,34.8,29.3,67,0,8.8,5,140,2,SE
9/10/2021,24.5,35.5,29.8,67,0,8.9,6,120,2,E 
10/10/2021,25.4,35.9,30.1,67,0,8.8,5,130,2,SE
11/10/2021,26,35.3,29.6,66,0,8.9,5,130,2,S 
12/10/2021,25,36,30.3,62,0,8.8,8,150,3,SE
13/10/2021,25.4,35.8,30,64,0,8.9,5,130,2,SE
14/10/2021,25.4,35.1,30.2,66,0,8.9,5,140,3,SE
15/10/2021,25.7,35,30.4,71,0,7.9,6,120,3,SE
16/10/2021,26.2,35.4,30.7,69,0,9,5,80,2,SE
17/10/2021,27,35.2,30.7,71,0,8,5,3,2,SE
18/10/2021,27.1,35.3,28.5,82,0,8,6,140,2,SE
19/10/2021,25.6,34.6,29.3,75,15.8,2.6,4,160,2,C 
20/10/2021,26.6,35.5,30.3,74,0,5.7,5,130,2,W 
21/10/2021,27,36,30.9,70,0,7.8,3,40,2,C 
22/10/2021,27,37.5,30.9,70,0,6.8,5,150,2,E 
23/10/2021,27,37.2,31.1,68,0,9,4,10,2,N 
24/10/2021,27.4,35.4,30.8,72,0,9.2,6,360,2,N 
25/10/2021,27.2,35.5,30.7,69,0,9.2,4,30,2,N 
26/10/2021,26.6,36.9,30,72,0,9,5,150,2,C 
27/10/2021,27.1,32.6,29,78,0,6.7,5,150,3,SE
28/10/2021,26.4,35.5,29.7,75,8888,0,5,120,2,NW
29/10/2021,26.6,36.6,30.7,70,0,6.1,4,350,1,C 
30/10/2021,27,35.4,30.1,73,0,8.4,5,150,2,E 
31/10/2021,26.8,32.5,28.5,80,8888,6.7,4,40,2,N 
1/11/2021,26,33.7,28.8,80,8888,2.7,5,340,2,N 
2/11/2021,26,35.1,29.3,76,1.5,3.2,4,360,2,SE
3/11/2021,26,36.4,30,75,0,5.5,4,60,2,C 
4/11/2021,26.9,35.4,28.6,78,0,8.2,6,160,2,C 
5/11/2021,25.2,31.8,28,83,2.2,5,5,170,2,SE
6/11/2021,26,33.4,30,75,8888,3.8,6,360,2,C 
7/11/2021,27.4,34.8,29.5,76,8888,8.5,5,50,2,SE
8/11/2021,26.4,33.6,29.6,78,0.6,6.2,5,350,2,N 
9/11/2021,26.6,35.5,28.9,81,1.2,1.5,3,350,2,W 
10/11/2021,26,35,28.6,81,1,3.6,8,30,2,NW
11/11/2021,26,35.4,27.9,82,7,7.3,4,360,2,NW
12/11/2021,25.7,30.5,28.6,79,20.4,6.2,4,310,2,N 
13/11/2021,25.8,33,28,84,8888,0,5,130,2,N 
14/11/2021,25.2,31.4,26.9,88,9.1,2.6,5,190,1,C 
15/11/2021,25.2,30.9,26,94,19,0.5,6,10,2,S 
16/11/2021,25,30.6,26.4,91,22.3,0.1,4,110,2,SE
17/11/2021,24.5,31.4,28.3,81,5.1,1.5,4,110,2,SE
18/11/2021,25.6,34.6,29.6,73,0,2.9,4,150,2,SE
19/11/2021,25.9,33.6,28.4,78,0,9.4,3,300,2,NE
20/11/2021,25,29,25.9,93,1.3,7.7,6,360,2,N 
21/11/2021,25,32.6,28.5,83,6.5,0,4,300,2,SE
22/11/2021,25.8,36,30,78,0,2.1,4,290,2,N 
23/11/2021,27.2,34.4,28.2,82,8888,8.3,6,120,2,NW
24/11/2021,25,34.4,28.3,81,5.9,6.1,3,310,1,NE
25/11/2021,25.6,33.7,28.1,82,0,6,3,330,1,E 
26/11/2021,25.5,33,28.7,80,0,2,4,340,2,NW
27/11/2021,26.2,33.4,27.9,83,0,4.5,5,340,2,C 
28/11/2021,25.8,31.5,26.1,87,0.2,3,5,300,2,S 
29/11/2021,23,31.7,27.7,80,21.7,0.3,5,170,2,E 
30/11/2021,25,33,28.2,82,22.5,3.4,6,80,2,S 
1/12/2021,25.1,33.2,28,83,16,2.3,5,350,2,N 
2/12/2021,25.1,32.8,28.3,84,1.4,3.3,3,50,2,NW
3/12/2021,25.3,31.9,28.3,86,77.2,4.8,5,310,2,NW
4/12/2021,26.5,32.7,27.9,82,2.3,0,5,300,2,NW
5/12/2021,25.8,31.4,28.3,80,3.6,1.4,6,300,3,NW
6/12/2021,26.4,33.2,27.7,82,1.3,0.7,4,340,3,NW
7/12/2021,25.8,34,29.1,78,6.2,0.4,6,330,2,NW
8/12/2021,25.6,33.8,28.3,82,0.2,2.7,8,190,4,NW
9/12/2021,24.8,34.7,28.4,83,22,3.5,7,190,2,NW
10/12/2021,25.2,34.5,28.8,80,21.4,4.7,4,310,2,NW
11/12/2021,25.8,35.7,28.5,82,0,7,5,330,2,NW
12/12/2021,25.6,35.2,28.6,79,32.3,6.4,5,220,2,NW
13/12/2021,24.1,34.7,29.2,79,45.5,6.6,5,330,2,NW
14/12/2021,25.6,34,28.9,82,32.5,7,7,70,2,S 
15/12/2021,26.2,33.5,27.7,84,11.6,6,5,330,2,NW
16/12/2021,25.4,32.6,28.2,84,5.8,2.5,4,20,1,C 
17/12/2021,25.8,33.2,29.3,81,8888,5,3,110,2,N 
18/12/2021,26.4,33.9,29.8,79,0,6.4,5,10,2,N 
19/12/2021,26.8,35.3,29,82,-,6,5,350,2,E 
20/12/2021,25,34,28.7,83,7.6,4.8,4,10,2,S 
21/12/2021,-,-,-,90,0.9,4,6,300,2,SE
22/12/2021,24.4,34,29.5,75,18.4,0.3,4,330,2,NW
23/12/2021,25,34.2,29.5,74,0,7.4,6,350,2,N 
24/12/2021,25.6,34.6,29.7,75,-,8.7,5,350,2,N 
25/12/2021,26.6,33.6,29,82,8888,7,4,310,2,NW
26/12/2021,25,35,28.4,80,30.5,2,7,280,3,NW
27/12/2021,26,35.7,27.2,83,17.3,7.7,11,140,3,W 
28/12/2021,24.6,35.8,27.7,82,35.9,6.2,5,310,2,W 
29/12/2021,25.1,34,29,80,9.8,8.2,5,10,3,NW
30/12/2021,26,33.4,27.8,84,0,6.3,7,320,2,NW
31/12/2021,24,33.8,27.5,85,85,2.9,5,330,2,C 
1/1/2022,24.6,34.4,28.5,81,18,4.4,4,340,1,C 
2/1/2022,24.8,34.3,27.9,82,0.8,2.7,7,180,2,NW
3/1/2022,25.7,32.8,28.5,80,10,6.5,3,130,2,S 
4/1/2022,25,33,29,79,1,5,3,320,2,N 
5/1/2022,26,32,28.2,80,8888,3.4,3,60,1,N 
6/1/2022,26.2,34.1,28.6,79,0.9,3,6,330,2,NW
7/1/2022,25.8,34.2,28,83,3,6.5,10,160,2,NW
8/1/2022,24,33.1,28.2,82,34,4.8,3,60,1,NE
9/1/2022,25.4,33.2,28.1,80,8888,7.1,6,300,2,NW
10/1/2022,24.6,34.3,29.2,79,8888,6.4,8,30,3,NW
11/1/2022,25.6,33.7,27.5,87,32,9.7,11,320,3,NW
12/1/2022,24.8,33,25.9,90,8.8,4.7,6,350,2,W 
13/1/2022,25.4,34,27.9,80,6.3,1.4,6,290,3,W 
14/1/2022,25.4,32.3,28.6,79,-,3.8,5,300,3,NW
15/1/2022,25.8,32,27.9,86,-,5,5,300,2,NW
16/1/2022,25.2,31.3,28.2,82,0,1.9,5,280,2,NW
17/1/2022,25.7,32.7,28.2,82,8888,0.4,6,300,3,NW
18/1/2022,25.8,33.7,27.8,84,7.5,2,4,300,2,W 
19/1/2022,24.8,31.8,26.6,87,11.8,2.8,6,350,2,NW
20/1/2022,24,32.6,27.2,84,31.6,7,8,330,3,W 
21/1/2022,24,33.6,28.2,80,12.2,4,4,290,2,W 
22/1/2022,24.8,33.6,28.2,83,-,7.8,6,330,2,NW
23/1/2022,25.2,34.5,29.3,78,4.6,4.8,4,310,3,NW
24/1/2022,26,35.2,30.2,74,8888,7.6,6,290,3,NW
25/1/2022,26.4,34.2,29.5,78,0,8.8,7,260,3,W 
26/1/2022,26.6,32.7,28.7,80,3,8,5,270,3,W 
27/1/2022,26,33.6,28.6,78,0,6.8,6,300,3,W 
28/1/2022,26,34.4,28.2,80,0.5,4.5,7,320,3,NW
29/1/2022,24.8,34.3,28.5,83,25.9,4.9,7,150,2,W 
30/1/2022,24,34.7,28.4,83,3.9,5.6,7,320,2,NW
31/1/2022,25.8,33.5,28.8,78,2.1,5.8,5,310,2,W 
1/2/2022,25,33.1,28.6,82,3,5.3,6,300,3,NW
2/2/2022,25.4,34,28.9,82,4.4,5.9,5,290,2,W 
3/2/2022,25.8,35,29.2,76,8888,7,5,330,2,NW
4/2/2022,26.1,32.8,27.9,82,1,8.2,4,310,2,W 
5/2/2022,25,33,28.3,80,25.3,2.3,5,310,2,NW
6/2/2022,25.4,32.8,28,83,0,6,6,330,3,W 
7/2/2022,25.6,30,26.7,86,1.8,4.8,5,290,2,NW
8/2/2022,25.2,33.8,28.1,80,17.2,0.9,5,330,2,NW
9/2/2022,25,33.4,27.9,82,2.4,8.6,13,330,5,NW
10/2/2022,24.4,32,27.4,84,27.9,5.3,5,350,2,NW
11/2/2022,25,32,27.9,84,8888,2.5,7,330,2,NW
12/2/2022,-,32.7,28.4,79,1.1,0.3,6,300,3,NW
13/2/2022,25,34,27.9,82,2.3,2.5,6,120,3,NW
14/2/2022,25.4,31.4,27.8,83,4.4,3.8,4,70,2,SE
15/2/2022,25.4,33.8,28.9,78,-,1,4,70,1,C 
16/2/2022,25.8,33.4,28.5,81,0,4.4,4,40,2,E 
17/2/2022,25.8,30.8,28.5,84,10,6.7,8,120,4,SE
18/2/2022,26.2,28.6,27.4,90,0,4.6,4,120,1,C 
19/2/2022,25,34.1,29,78,12.6,0.2,6,340,2,N 
20/2/2022,26.4,32,27.3,84,0.2,8.1,5,310,2,NW
21/2/2022,25.2,32.5,27.6,84,1.3,2.2,5,290,2,NW
22/2/2022,23.5,34,28.2,74,30.1,1.8,5,290,2,NW
23/2/2022,25.5,34.3,28,78,1.5,6.5,6,140,2,NW
24/2/2022,23.4,34.8,27.2,84,49.7,5.7,6,340,2,N 
25/2/2022,22.6,32.5,28.3,81,31.5,8.6,7,350,3,N 
26/2/2022,25.6,32.6,28.3,82,0.9,4.4,9,340,3,N 
27/2/2022,24.6,33.1,26.7,87,8,6,5,330,2,NW
28/2/2022,25.2,31.6,27,88,8,3.7,6,330,2,W 
1/3/2022,25.2,30.2,27.5,86,20.8,4,7,340,4,NW
2/3/2022,25.5,34,28.9,81,1.5,1.4,7,310,3,NW
3/3/2022,25.6,33.2,28.6,79,1.5,6.8,7,340,3,NW
4/3/2022,26.4,35,28.7,79,-,5.4,5,300,2,NW
5/3/2022,25,34.6,28.4,83,24.5,8.5,8,330,2,NW
6/3/2022,25.3,33.7,27.8,83,48,5.7,6,330,3,N 
7/3/2022,24,33.6,27.9,84,39.8,3.8,12,20,2,E 
8/3/2022,25.4,33.5,27.8,85,4,6.8,7,350,3,N 
9/3/2022,25.5,32.8,28.5,81,3.9,5,4,20,2,W 
10/3/2022,25.7,34.2,28.7,80,0,5.2,4,320,2,NW
11/3/2022,25,32.2,28,85,-,4.8,7,350,2,C 
12/3/2022,26.2,32.4,28.9,84,14,5.7,23,300,3,N 
13/3/2022,25.4,33.8,29.3,81,1.7,1.8,6,350,3,N 
14/3/2022,25.4,34.4,28.7,81,5.7,5.8,6,140,2,SE
15/3/2022,26,33.8,29.8,80,0,8.3,4,120,2,E 
16/3/2022,26.2,33.1,28.1,86,19.4,6,3,320,1,N 
17/3/2022,26,34.7,29.7,83,8888,5,5,350,2,N 
18/3/2022,27,35.7,30.2,77,-,6,5,310,2,NW
19/3/2022,26.5,35.3,28.9,82,-,8.2,6,120,3,NW
20/3/2022,26.4,34.2,28.2,82,18.6,5.6,4,300,2,NW
21/3/2022,25.2,33.5,28.6,86,5.1,2.7,6,350,2,S 
22/3/2022,24.6,31.8,26.6,90,17.2,5.3,4,170,2,C 
23/3/2022,25,33.6,26.7,87,1,2,5,340,2,S 
24/3/2022,25.6,35,29.5,79,3.9,7.1,6,220,2,NW
25/3/2022,26.6,34.6,29.6,78,3.8,8.7,6,340,3,N 
26/3/2022,25.5,33.9,28.7,79,14,4.3,5,100,2,NW
27/3/2022,25.8,34.3,27.9,82,0.4,5.2,10,170,2,C 
28/3/2022,24.8,34,29,79,9.8,4.3,5,330,2,NW
29/3/2022,26,35.5,29.9,74,0,8,5,350,2,NW
30/3/2022,25.2,33.4,28.8,80,12.4,8.2,4,60,1,C 
